acs_array_smote_total,gm_array_smote_total,f1macro_array_smote_total,acs_array_adasyn_total,gm_array_adasyn_total,f1macro_array_adasyn_total;;;;;;;
0.9619766666666667,0.8903662623001647,0.8032717432479597,0.9601933333333333,0.8849600991746343,0.7921547296355588
0.9584766666666666,0.8797565217901939,0.7836731808279047,0.9599366666666667,0.884208231097604,0.7848015422213696
0.9577433333333332,0.8775361212732511,0.7805242584526194,0.9576433333333334,0.8772757674268773,0.7759729321352697
0.9593033333333334,0.8822917489485391,0.7895477771230183,0.95854,0.8799389609140873,0.783048350326876
0.9607466666666665,0.8866715952535141,0.796110923253928,0.9583400000000001,0.8793381070604998,0.7779624834938405
0.96167,0.88944671623908,0.8010745688326881,0.9581366666666666,0.8787599373610023,0.7807119494730476
0.95884,0.8808954597197042,0.7863335196894469,0.9609033333333334,0.8871244583820032,0.7945845883557363
0.9616066666666667,0.8892471556068076,0.800016687357952,0.9601466666666667,0.8848656838121878,0.7945860021470148
0.9587866666666667,0.8807620287640496,0.7841532496728529,0.9604266666666665,0.8856040477412839,0.7926216034163549
0.96167,0.88944671623908,0.8010745688326881,0.9581366666666666,0.8787599373610023,0.7807119494730476
0.95884,0.8808954597197042,0.7863335196894469,0.9609033333333334,0.8871244583820032,0.7945845883557363
0.9559200000000001,0.8720502240110296,0.7734781320062263,0.9564966666666667,0.8737452019462824,0.7719253651633741
0.9577,0.8774006619749125,0.7769127291658381,0.9560333333333334,0.8723266595853083,0.7685898520029062
0.95974,0.8835739127536127,0.7906136931125868,0.959,0.8813637217915712,0.7839796998894484
0.9594733333333334,0.8827934084308812,0.7865426460044646,0.9613633333333332,0.8885261373093767,0.7975935308428657
0.9569833333333333,0.8752173874404384,0.7753514224977153,0.9622633333333332,0.8912328735817802,0.8031111686269392
0.9602999999999999,0.8853049773473021,0.792358836227286,0.9593066666666665,0.8823216440957722,0.7853876920547895
0.9584933333333334,0.8798681019553538,0.7822097521928424,0.9578866666666667,0.878012680332412,0.7779760256736306
0.961,0.8874266076871498,0.7973166337232429,0.9561233333333334,0.8726502279025714,0.7706066799688844
0.9603400000000001,0.8854425415488245,0.79633505455249,0.9602866666666667,0.8852902744809714,0.7903998242989219
0.9629566666666667,0.8933164722239957,0.8050875062352159,0.9582599999999999,0.8790685645857357,0.782318506609528
0.9587066666666667,0.8804912683019588,0.7830875865721112,0.9584666666666666,0.8797702629841788,0.7771797658769666
0.9603400000000001,0.8854425415488245,0.79633505455249,0.9602866666666667,0.8852902744809714,0.7903998242989219
0.9603400000000001,0.8854425415488245,0.79633505455249,0.9602866666666667,0.8852902744809714,0.7903998242989219
0.9629566666666667,0.8933164722239957,0.8050875062352159,0.9582599999999999,0.8790685645857357,0.782318506609528
0.9608833333333333,0.8870571979985667,0.7958763665066778,0.95929,0.882236171273426,0.784634359089261
